epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1315.7,0.66534,0.82288,1.24291,0.96494,0.9495,0.98627,0.89353,0.4935,0.32945,1.14103,0.00039605,0.00039605,0.00039605
23,1375.03,0.65601,0.80232,1.23954,0.97386,0.96515,0.9882,0.89072,0.48504,0.3055,1.13049,0.0003911,0.0003911,0.0003911
24,1434.31,0.64957,0.77651,1.23637,0.96861,0.95198,0.98766,0.89657,0.47455,0.32006,1.11773,0.00038615,0.00038615,0.00038615
25,1493.68,0.64428,0.78077,1.23218,0.97937,0.96015,0.98944,0.89517,0.47231,0.30254,1.11977,0.0003812,0.0003812,0.0003812
26,1552.74,0.63691,0.73537,1.22664,0.9879,0.96206,0.98985,0.90034,0.47382,0.28994,1.11704,0.00037625,0.00037625,0.00037625
27,1612.29,0.62408,0.71141,1.21261,0.98808,0.96913,0.99032,0.89822,0.47161,0.27804,1.11351,0.0003713,0.0003713,0.0003713
28,1671.65,0.61787,0.68533,1.20939,0.98466,0.9765,0.99085,0.90697,0.45388,0.26254,1.09079,0.00036635,0.00036635,0.00036635
29,1731.37,0.6156,0.67004,1.20333,0.98824,0.97489,0.99066,0.90416,0.45693,0.26727,1.0891,0.0003614,0.0003614,0.0003614
30,1790.53,0.61726,0.67703,1.209,0.98792,0.96471,0.99055,0.90123,0.45499,0.28415,1.08628,0.00035645,0.00035645,0.00035645
31,1850.14,0.6079,0.6472,1.20373,0.98546,0.9786,0.99177,0.90177,0.45879,0.25801,1.09409,0.0003515,0.0003515,0.0003515
32,1909.72,0.59879,0.62844,1.19158,0.98945,0.97779,0.99255,0.90259,0.45366,0.25766,1.08898,0.00034655,0.00034655,0.00034655
33,1969.64,0.60089,0.61521,1.19608,0.99024,0.98024,0.99229,0.91059,0.43907,0.25383,1.07107,0.0003416,0.0003416,0.0003416
34,2029.15,0.58953,0.58062,1.18642,0.99346,0.98505,0.99187,0.91073,0.4408,0.24733,1.06921,0.00033665,0.00033665,0.00033665
35,2088.15,0.58165,0.56748,1.18074,0.99152,0.97495,0.9924,0.91038,0.44129,0.2517,1.07047,0.0003317,0.0003317,0.0003317
36,2146.98,0.58271,0.5706,1.1822,0.99549,0.98171,0.99269,0.91548,0.43356,0.23973,1.0606,0.00032675,0.00032675,0.00032675
37,2206.07,0.5755,0.54857,1.17658,0.99489,0.98266,0.99279,0.91457,0.42836,0.24111,1.05672,0.0003218,0.0003218,0.0003218
38,2265,0.57249,0.54418,1.17146,0.99508,0.98309,0.99331,0.91201,0.4321,0.2408,1.05862,0.00031685,0.00031685,0.00031685
39,2323.92,0.56605,0.53022,1.17406,0.99497,0.98346,0.99267,0.91499,0.42852,0.23415,1.05447,0.0003119,0.0003119,0.0003119
40,2383.34,0.56187,0.52576,1.16392,0.99445,0.98384,0.99333,0.91453,0.42229,0.23395,1.04297,0.00030695,0.00030695,0.00030695
41,2442.41,0.56455,0.52433,1.17164,0.99438,0.98476,0.99257,0.91361,0.42583,0.23715,1.04919,0.000302,0.000302,0.000302
42,2501.67,0.55719,0.51943,1.16361,0.9952,0.98425,0.99357,0.91137,0.43119,0.23515,1.05559,0.00029705,0.00029705,0.00029705
43,2560.78,0.56329,0.51497,1.16739,0.99581,0.98487,0.99299,0.91668,0.42241,0.23163,1.04485,0.0002921,0.0002921,0.0002921
44,2620.49,0.56511,0.50875,1.16658,0.99518,0.98556,0.99304,0.91952,0.42384,0.23166,1.04478,0.00028715,0.00028715,0.00028715
45,2679.34,0.5568,0.48675,1.16663,0.9961,0.98498,0.99267,0.91921,0.42084,0.23469,1.04421,0.0002822,0.0002822,0.0002822
46,2738.68,0.54876,0.48988,1.15619,0.99653,0.98381,0.99391,0.91568,0.429,0.23515,1.0518,0.00027725,0.00027725,0.00027725
47,2798.08,0.55291,0.49128,1.15835,0.99615,0.98601,0.99243,0.91841,0.42156,0.2289,1.04436,0.0002723,0.0002723,0.0002723
48,2857.55,0.54071,0.46663,1.15173,0.99629,0.98594,0.99335,0.92133,0.4201,0.22967,1.03953,0.00026735,0.00026735,0.00026735
49,2917.3,0.54419,0.47836,1.15534,0.99414,0.9884,0.99356,0.92279,0.41422,0.22862,1.03124,0.0002624,0.0002624,0.0002624
50,2976.93,0.54522,0.47227,1.15374,0.99634,0.9865,0.99405,0.92368,0.40715,0.22813,1.02428,0.00025745,0.00025745,0.00025745
51,3035.84,0.53933,0.46815,1.14704,0.99295,0.98792,0.99297,0.92279,0.41096,0.22446,1.02739,0.0002525,0.0002525,0.0002525
52,3095.52,0.53223,0.46206,1.14493,0.99521,0.98795,0.99387,0.92431,0.40661,0.22547,1.01909,0.00024755,0.00024755,0.00024755
53,3155.1,0.53738,0.45177,1.14658,0.99558,0.98932,0.99417,0.92555,0.40619,0.22384,1.02243,0.0002426,0.0002426,0.0002426
54,3214.77,0.53665,0.45348,1.14616,0.99498,0.98778,0.99412,0.92605,0.40791,0.22539,1.02372,0.00023765,0.00023765,0.00023765
55,3274.23,0.5274,0.44904,1.1439,0.99583,0.98782,0.99403,0.92417,0.40063,0.22198,1.01402,0.0002327,0.0002327,0.0002327
56,3334.11,0.52966,0.45616,1.14282,0.99523,0.98999,0.99332,0.92528,0.40407,0.22304,1.01954,0.00022775,0.00022775,0.00022775
57,3393.18,0.53315,0.44608,1.14172,0.99614,0.98746,0.99446,0.92502,0.40794,0.22422,1.02375,0.0002228,0.0002228,0.0002228
58,3452.26,0.52672,0.44702,1.13679,0.99348,0.9886,0.99467,0.92263,0.41006,0.22242,1.02553,0.00021785,0.00021785,0.00021785
59,3511.01,0.52628,0.43175,1.13591,0.99481,0.98864,0.99444,0.92815,0.40041,0.22231,1.01253,0.0002129,0.0002129,0.0002129
60,3570.57,0.52677,0.43994,1.14129,0.99337,0.99087,0.99431,0.92802,0.40024,0.2209,1.01198,0.00020795,0.00020795,0.00020795
61,3630.3,0.51715,0.41815,1.13476,0.99511,0.98885,0.9939,0.92537,0.3997,0.22,1.01324,0.000203,0.000203,0.000203
62,3689.65,0.5228,0.43634,1.13498,0.99556,0.98952,0.99433,0.92817,0.39656,0.21982,1.00907,0.00019805,0.00019805,0.00019805
63,3749.12,0.52704,0.43507,1.13746,0.9953,0.98992,0.99432,0.92942,0.39733,0.22049,1.00953,0.0001931,0.0001931,0.0001931
64,3808.83,0.51028,0.42421,1.13083,0.99512,0.99014,0.9943,0.93,0.39263,0.21786,1.00506,0.00018815,0.00018815,0.00018815
65,3868.7,0.51201,0.41243,1.12649,0.9961,0.99059,0.99426,0.932,0.39378,0.21727,1.0044,0.0001832,0.0001832,0.0001832
66,3928.18,0.50704,0.41679,1.12446,0.99647,0.98913,0.99421,0.93149,0.39131,0.21733,1.00146,0.00017825,0.00017825,0.00017825
67,3987.07,0.50472,0.40943,1.12448,0.9961,0.98906,0.99423,0.92912,0.39361,0.21987,1.00425,0.0001733,0.0001733,0.0001733
68,4046.25,0.5173,0.4181,1.13335,0.99488,0.991,0.99438,0.93199,0.39265,0.21215,1.0042,0.00016835,0.00016835,0.00016835
69,4105.49,0.51648,0.41637,1.13104,0.99474,0.99029,0.99446,0.93241,0.3915,0.21487,1.00051,0.0001634,0.0001634,0.0001634
70,4165.21,0.50856,0.41877,1.12684,0.99447,0.99081,0.99422,0.9285,0.3937,0.21368,1.00255,0.00015845,0.00015845,0.00015845
71,4224.97,0.51224,0.41241,1.12663,0.99443,0.99145,0.99473,0.93309,0.38806,0.21372,0.99703,0.0001535,0.0001535,0.0001535
72,4284.68,0.50744,0.40835,1.12657,0.9959,0.99006,0.99475,0.93401,0.38604,0.21444,0.99355,0.00014855,0.00014855,0.00014855
73,4345.02,0.50516,0.40789,1.12362,0.99646,0.99017,0.99466,0.9326,0.38328,0.21111,0.99196,0.0001436,0.0001436,0.0001436
74,4404.8,0.50338,0.40117,1.12207,0.99628,0.991,0.9948,0.93214,0.3843,0.21093,0.99243,0.00013865,0.00013865,0.00013865
75,4464.67,0.5001,0.40309,1.12246,0.99393,0.99326,0.99466,0.93438,0.38132,0.21026,0.99147,0.0001337,0.0001337,0.0001337
76,4523.71,0.50657,0.4094,1.12468,0.99477,0.9913,0.99455,0.93387,0.38269,0.21158,0.9915,0.00012875,0.00012875,0.00012875
77,4583.2,0.49846,0.39513,1.12125,0.99513,0.99045,0.9946,0.93523,0.38247,0.20821,0.99143,0.0001238,0.0001238,0.0001238
78,4643.77,0.4942,0.39241,1.11213,0.99538,0.99098,0.99444,0.93131,0.38333,0.21038,0.99262,0.00011885,0.00011885,0.00011885
79,4703.36,0.49596,0.38785,1.11516,0.99577,0.98954,0.99454,0.93324,0.38435,0.2103,0.99433,0.0001139,0.0001139,0.0001139
80,4763.31,0.49805,0.39216,1.11895,0.99549,0.99038,0.99456,0.93342,0.38595,0.21208,0.99413,0.00010895,0.00010895,0.00010895
81,4822.76,0.49833,0.3953,1.12061,0.99522,0.99107,0.99446,0.93264,0.38255,0.2101,0.99168,0.000104,0.000104,0.000104
82,4882.45,0.50165,0.40302,1.12492,0.99431,0.99283,0.99442,0.93305,0.38317,0.21056,0.99219,9.905e-05,9.905e-05,9.905e-05
83,4941.7,0.49201,0.38882,1.11649,0.9952,0.99178,0.9944,0.93126,0.38376,0.20974,0.99363,9.41e-05,9.41e-05,9.41e-05
84,5001.37,0.4931,0.38582,1.11565,0.99524,0.99274,0.99446,0.93071,0.38468,0.20739,0.99447,8.915e-05,8.915e-05,8.915e-05
85,5060.85,0.4841,0.36763,1.11232,0.99486,0.9915,0.9944,0.93336,0.38314,0.20681,0.99236,8.42e-05,8.42e-05,8.42e-05
86,5121.07,0.5007,0.3915,1.12237,0.99537,0.9923,0.99437,0.93386,0.38046,0.20608,0.98882,7.925e-05,7.925e-05,7.925e-05
87,5181.05,0.49504,0.39606,1.11577,0.99554,0.99184,0.99434,0.93372,0.37905,0.20725,0.98631,7.43e-05,7.43e-05,7.43e-05
88,5241.54,0.4915,0.38266,1.11648,0.99529,0.99344,0.99438,0.93373,0.37953,0.20599,0.98676,6.935e-05,6.935e-05,6.935e-05
89,5300.83,0.49043,0.38384,1.11306,0.99551,0.99285,0.99442,0.93367,0.38271,0.20702,0.99011,6.44e-05,6.44e-05,6.44e-05
90,5361.1,0.48964,0.38905,1.11441,0.99518,0.99256,0.99429,0.93311,0.38048,0.20653,0.98811,5.945e-05,5.945e-05,5.945e-05
91,5420.99,0.32984,0.25481,1.07451,0.99691,0.99004,0.9942,0.93567,0.38145,0.21591,0.99152,5.45e-05,5.45e-05,5.45e-05
92,5480.29,0.31788,0.23253,1.06041,0.99577,0.99361,0.99426,0.93674,0.37832,0.21834,0.9889,4.955e-05,4.955e-05,4.955e-05
93,5540.19,0.31621,0.22972,1.05692,0.99566,0.99269,0.99447,0.93856,0.37788,0.21448,0.98793,4.46e-05,4.46e-05,4.46e-05
94,5600.18,0.31038,0.22051,1.05572,0.99694,0.99116,0.99424,0.93723,0.37683,0.21468,0.98716,3.965e-05,3.965e-05,3.965e-05
95,5659.9,0.3072,0.22043,1.06003,0.9944,0.9933,0.99424,0.93606,0.37645,0.21506,0.98537,3.47e-05,3.47e-05,3.47e-05
96,5719.26,0.31467,0.2115,1.05676,0.9955,0.99023,0.99426,0.93835,0.37504,0.21479,0.98405,2.975e-05,2.975e-05,2.975e-05
97,5778.36,0.30524,0.20633,1.0497,0.99545,0.99064,0.99436,0.9388,0.37389,0.21331,0.98287,2.48e-05,2.48e-05,2.48e-05
98,5837.3,0.31106,0.21173,1.0539,0.99501,0.99072,0.99426,0.93733,0.3741,0.213,0.98291,1.985e-05,1.985e-05,1.985e-05
99,5896.23,0.3011,0.21891,1.04727,0.99515,0.99061,0.99416,0.93758,0.37311,0.21285,0.98205,1.49e-05,1.49e-05,1.49e-05
100,5955.16,0.30511,0.21559,1.0521,0.995,0.99079,0.99419,0.93686,0.37368,0.21296,0.98246,9.95e-06,9.95e-06,9.95e-06
