epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,5441.65,0.42665,0.29684,1.07007,0.99613,0.99809,0.995,0.95363,0.34374,0.18643,0.95017,7.925e-05,7.925e-05,7.925e-05
87,5504.46,0.42689,0.29581,1.07214,0.99631,0.9979,0.995,0.95026,0.34386,0.18694,0.94978,7.43e-05,7.43e-05,7.43e-05
88,5567.91,0.42268,0.28512,1.06762,0.99696,0.9981,0.995,0.95334,0.34358,0.18676,0.94962,6.935e-05,6.935e-05,6.935e-05
89,5630.99,0.42112,0.28479,1.06353,0.99635,0.9983,0.995,0.95401,0.346,0.18659,0.95245,6.44e-05,6.44e-05,6.44e-05
90,5694.22,0.42201,0.28743,1.0677,0.99673,0.998,0.995,0.95246,0.34685,0.18729,0.95287,5.945e-05,5.945e-05,5.945e-05
91,5757.4,0.27538,0.1926,1.02042,0.99609,0.99786,0.995,0.9504,0.35241,0.19486,0.96067,5.45e-05,5.45e-05,5.45e-05
92,5820.24,0.26904,0.17296,1.0135,0.99634,0.99745,0.995,0.95248,0.34801,0.19281,0.95452,4.955e-05,4.955e-05,4.955e-05
93,5882.92,0.27045,0.1746,1.01287,0.99643,0.99713,0.995,0.95101,0.34567,0.19286,0.95212,4.46e-05,4.46e-05,4.46e-05
94,5945.32,0.2632,0.16639,1.01066,0.99648,0.99728,0.995,0.95304,0.34373,0.19206,0.94988,3.965e-05,3.965e-05,3.965e-05
95,6007.99,0.26639,0.177,1.02125,0.99626,0.99739,0.995,0.95503,0.34172,0.1906,0.94703,3.47e-05,3.47e-05,3.47e-05
96,6070.49,0.26718,0.16373,1.01287,0.99633,0.99731,0.995,0.95173,0.34272,0.19103,0.94811,2.975e-05,2.975e-05,2.975e-05
97,6132.94,0.25741,0.15818,1.00338,0.99636,0.99793,0.995,0.95312,0.34239,0.1902,0.94798,2.48e-05,2.48e-05,2.48e-05
98,6195.7,0.26389,0.16395,1.00989,0.99619,0.99831,0.995,0.95348,0.34248,0.1906,0.94844,1.985e-05,1.985e-05,1.985e-05
99,6258.71,0.2611,0.16494,1.01178,0.99537,0.99787,0.995,0.95377,0.34277,0.19113,0.94865,1.49e-05,1.49e-05,1.49e-05
100,6321.47,0.26124,0.16283,1.00849,0.99489,0.99799,0.995,0.95249,0.34264,0.1914,0.9483,9.95e-06,9.95e-06,9.95e-06
