epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,864.389,0.80244,1.26787,1.36519,0.89326,0.84125,0.93268,0.79946,0.63239,0.66618,1.34393,0.0004307,0.0004307,0.0004307
16,921.582,0.78166,1.18351,1.34378,0.92764,0.88109,0.94926,0.82544,0.61497,0.5798,1.32938,0.00042575,0.00042575,0.00042575
17,978.661,0.76867,1.12968,1.33034,0.89397,0.89443,0.95595,0.83389,0.59062,0.56767,1.29044,0.0004208,0.0004208,0.0004208
18,1035.19,0.75927,1.10813,1.32449,0.84306,0.8988,0.96073,0.84074,0.5762,0.57005,1.26849,0.00041585,0.00041585,0.00041585
19,1091.87,0.7542,1.07534,1.31658,0.933,0.89974,0.96779,0.8548,0.56105,0.50277,1.25261,0.0004109,0.0004109,0.0004109
20,1148.66,0.723,1.02083,1.29519,0.90646,0.92271,0.97259,0.8605,0.55518,0.47617,1.24126,0.00040595,0.00040595,0.00040595
21,1205.94,0.72143,1.00183,1.29339,0.96045,0.92043,0.97595,0.86528,0.54553,0.43701,1.22146,0.000401,0.000401,0.000401
22,1263.11,0.71252,0.96181,1.28037,0.94597,0.94794,0.97731,0.87393,0.53193,0.41436,1.2038,0.00039605,0.00039605,0.00039605
23,1320.05,0.69837,0.93857,1.27597,0.96327,0.93802,0.97672,0.87221,0.53241,0.40576,1.19786,0.0003911,0.0003911,0.0003911
24,1377.12,0.69238,0.91685,1.27379,0.93858,0.9354,0.97375,0.8665,0.52661,0.43704,1.1905,0.00038615,0.00038615,0.00038615
25,1434.14,0.69546,0.91803,1.27148,0.96991,0.92204,0.9806,0.87928,0.52021,0.39718,1.1865,0.0003812,0.0003812,0.0003812
26,1491.58,0.68628,0.87978,1.26533,0.98082,0.94774,0.98425,0.88596,0.50385,0.36267,1.16385,0.00037625,0.00037625,0.00037625
27,1548.34,0.67541,0.85606,1.25334,0.95326,0.92721,0.9776,0.88271,0.50932,0.40204,1.17942,0.0003713,0.0003713,0.0003713
28,1605.05,0.66201,0.82627,1.2459,0.96205,0.96473,0.98316,0.89189,0.48955,0.35327,1.1445,0.00036635,0.00036635,0.00036635
29,1661.63,0.66451,0.80002,1.2406,0.97347,0.95429,0.98304,0.89048,0.49245,0.35109,1.14288,0.0003614,0.0003614,0.0003614
30,1718.61,0.66169,0.80683,1.24502,0.97079,0.95671,0.9843,0.89314,0.49063,0.3433,1.14437,0.00035645,0.00035645,0.00035645
31,1775.16,0.65383,0.7747,1.23828,0.97552,0.9658,0.98683,0.89547,0.48562,0.33031,1.13487,0.0003515,0.0003515,0.0003515
32,1831.79,0.64548,0.76818,1.22925,0.98358,0.95428,0.98655,0.89564,0.48324,0.32891,1.13343,0.00034655,0.00034655,0.00034655
33,1888.94,0.64774,0.76033,1.23408,0.9827,0.95571,0.98836,0.89809,0.47179,0.31946,1.11634,0.0003416,0.0003416,0.0003416
34,1946.05,0.63559,0.72459,1.22193,0.97639,0.97154,0.98953,0.90035,0.46823,0.30737,1.11094,0.00033665,0.00033665,0.00033665
35,2003.04,0.63046,0.71185,1.21787,0.98625,0.95733,0.98846,0.90096,0.46447,0.31755,1.11137,0.0003317,0.0003317,0.0003317
36,2059.99,0.62335,0.71582,1.21543,0.98161,0.96863,0.98861,0.9011,0.47067,0.30443,1.1143,0.00032675,0.00032675,0.00032675
37,2117.16,0.62002,0.69093,1.21234,0.97765,0.96466,0.98916,0.90485,0.45741,0.30408,1.09884,0.0003218,0.0003218,0.0003218
38,2174.02,0.62239,0.69005,1.20694,0.98626,0.9675,0.99019,0.90367,0.4593,0.29728,1.09557,0.00031685,0.00031685,0.00031685
39,2230.78,0.60831,0.67103,1.20729,0.97936,0.96645,0.98995,0.90104,0.46316,0.30158,1.10297,0.0003119,0.0003119,0.0003119
40,2287.19,0.60389,0.66341,1.2002,0.98399,0.97094,0.99014,0.90715,0.4509,0.28699,1.08057,0.00030695,0.00030695,0.00030695
41,2344.08,0.60403,0.65999,1.20245,0.98291,0.97905,0.99031,0.90746,0.45326,0.28691,1.08463,0.000302,0.000302,0.000302
42,2400.94,0.59981,0.657,1.19752,0.98101,0.97173,0.98862,0.90513,0.45164,0.29526,1.08074,0.00029705,0.00029705,0.00029705
43,2457.7,0.61024,0.65323,1.20426,0.9844,0.97979,0.9898,0.90898,0.45796,0.29179,1.08842,0.0002921,0.0002921,0.0002921
44,2514.61,0.61041,0.6478,1.20206,0.99237,0.97716,0.99159,0.90743,0.45331,0.27227,1.0797,0.00028715,0.00028715,0.00028715
45,2571.61,0.60106,0.6195,1.20284,0.98583,0.98322,0.99202,0.91101,0.4493,0.27504,1.07721,0.0002822,0.0002822,0.0002822
46,2628.59,0.59208,0.61552,1.19106,0.98533,0.98276,0.99183,0.91301,0.44237,0.27005,1.06801,0.00027725,0.00027725,0.00027725
47,2685.55,0.59536,0.62194,1.19293,0.99086,0.98155,0.99215,0.9147,0.43926,0.26151,1.0655,0.0002723,0.0002723,0.0002723
48,2742.37,0.58273,0.59106,1.183,0.98489,0.97805,0.9913,0.91582,0.43054,0.26301,1.05444,0.00026735,0.00026735,0.00026735
49,2798.98,0.5902,0.60573,1.19195,0.99093,0.9831,0.99261,0.91795,0.43549,0.26091,1.06112,0.0002624,0.0002624,0.0002624
50,2855.51,0.59162,0.60203,1.19063,0.98605,0.98103,0.99133,0.91743,0.44363,0.2626,1.06948,0.00025745,0.00025745,0.00025745
51,2912.33,0.58445,0.59495,1.18196,0.99136,0.98038,0.99276,0.92114,0.43291,0.25108,1.0559,0.0002525,0.0002525,0.0002525
52,2969.1,0.57562,0.59747,1.18007,0.9932,0.98355,0.99201,0.91597,0.43641,0.25026,1.05961,0.00024755,0.00024755,0.00024755
53,3026.43,0.57675,0.57848,1.17849,0.99276,0.98268,0.99217,0.92088,0.42897,0.25444,1.05171,0.0002426,0.0002426,0.0002426
54,3083.17,0.58084,0.57878,1.18116,0.99534,0.98187,0.99217,0.91723,0.43741,0.25027,1.05989,0.00023765,0.00023765,0.00023765
55,3140.07,0.56798,0.57322,1.17646,0.99071,0.98107,0.99206,0.92262,0.42906,0.25484,1.05181,0.0002327,0.0002327,0.0002327
56,3197.24,0.57669,0.58043,1.179,0.98852,0.98289,0.99161,0.91962,0.43068,0.25504,1.05041,0.00022775,0.00022775,0.00022775
57,3254.69,0.56899,0.55692,1.17513,0.98782,0.98098,0.99288,0.92179,0.42531,0.25195,1.05041,0.0002228,0.0002228,0.0002228
58,3311.65,0.56783,0.56523,1.17008,0.99313,0.98218,0.99266,0.92061,0.42618,0.24919,1.05148,0.00021785,0.00021785,0.00021785
59,3368.67,0.56435,0.5524,1.16509,0.99375,0.98253,0.99304,0.91986,0.42531,0.24804,1.04889,0.0002129,0.0002129,0.0002129
60,3425.32,0.56752,0.55091,1.17454,0.99344,0.98424,0.99322,0.92335,0.42257,0.24252,1.04284,0.00020795,0.00020795,0.00020795
61,3482.09,0.56171,0.54389,1.16935,0.99183,0.98263,0.99327,0.92202,0.42144,0.24267,1.04139,0.000203,0.000203,0.000203
62,3538.77,0.5626,0.54601,1.16544,0.99345,0.98272,0.99325,0.9235,0.42032,0.24361,1.04624,0.00019805,0.00019805,0.00019805
63,3595.84,0.57256,0.55163,1.17454,0.99485,0.9846,0.9931,0.92211,0.41802,0.24061,1.03956,0.0001931,0.0001931,0.0001931
64,3653.68,0.55344,0.53663,1.16591,0.99545,0.98523,0.99334,0.92178,0.41902,0.2374,1.03853,0.00018815,0.00018815,0.00018815
65,3710.67,0.55808,0.52225,1.16376,0.99038,0.98436,0.99332,0.92373,0.41607,0.23914,1.03425,0.0001832,0.0001832,0.0001832
66,3767.8,0.54443,0.52068,1.15551,0.9947,0.98564,0.99342,0.92351,0.4174,0.2356,1.03582,0.00017825,0.00017825,0.00017825
67,3824.23,0.54923,0.52173,1.15799,0.99405,0.98401,0.99328,0.9246,0.41156,0.23704,1.0313,0.0001733,0.0001733,0.0001733
68,3880.75,0.55462,0.52374,1.16451,0.99257,0.98474,0.99346,0.92426,0.41463,0.23697,1.03431,0.00016835,0.00016835,0.00016835
69,3937.72,0.55412,0.52485,1.16184,0.9893,0.98408,0.99317,0.92374,0.41773,0.23827,1.0354,0.0001634,0.0001634,0.0001634
70,3994.42,0.55179,0.52984,1.16097,0.99192,0.98502,0.9934,0.92607,0.41508,0.24044,1.03494,0.00015845,0.00015845,0.00015845
71,4051.99,0.55264,0.51622,1.15916,0.99294,0.9844,0.99339,0.92576,0.41247,0.23785,1.03291,0.0001535,0.0001535,0.0001535
72,4108.8,0.54494,0.51639,1.15697,0.99467,0.98269,0.99347,0.9259,0.4131,0.23813,1.03085,0.00014855,0.00014855,0.00014855
73,4165.68,0.54423,0.50715,1.1534,0.99518,0.98601,0.99353,0.92471,0.40999,0.23237,1.02694,0.0001436,0.0001436,0.0001436
74,4222.78,0.53947,0.49924,1.15055,0.99531,0.98413,0.99358,0.925,0.41273,0.23501,1.02978,0.00013865,0.00013865,0.00013865
75,4280.03,0.53989,0.49673,1.15245,0.99497,0.98538,0.99371,0.92526,0.40853,0.23296,1.02486,0.0001337,0.0001337,0.0001337
76,4336.79,0.54921,0.5208,1.16202,0.9945,0.98424,0.9934,0.92564,0.40698,0.2337,1.02398,0.00012875,0.00012875,0.00012875
77,4393.83,0.53926,0.4923,1.15262,0.99587,0.98405,0.99336,0.92747,0.40832,0.23484,1.02594,0.0001238,0.0001238,0.0001238
78,4451.18,0.53547,0.48843,1.14461,0.99566,0.9856,0.99351,0.92485,0.40848,0.23261,1.02373,0.00011885,0.00011885,0.00011885
79,4508.03,0.53693,0.48947,1.14754,0.99611,0.98603,0.99319,0.92755,0.40905,0.23255,1.02294,0.0001139,0.0001139,0.0001139
80,4565.11,0.54032,0.48928,1.15051,0.99527,0.98548,0.99324,0.92701,0.40751,0.22976,1.02186,0.00010895,0.00010895,0.00010895
81,4622.13,0.53853,0.48641,1.15222,0.99509,0.98602,0.99321,0.92561,0.4064,0.23183,1.02043,0.000104,0.000104,0.000104
82,4679.27,0.54282,0.50053,1.15776,0.99597,0.98468,0.9933,0.92531,0.40504,0.22811,1.01951,9.905e-05,9.905e-05,9.905e-05
83,4736.58,0.5332,0.48788,1.14795,0.9968,0.98443,0.99331,0.92717,0.40248,0.22815,1.01925,9.41e-05,9.41e-05,9.41e-05
84,4793.42,0.53079,0.48122,1.14733,0.99519,0.98525,0.99338,0.9285,0.40127,0.2268,1.01714,8.915e-05,8.915e-05,8.915e-05
85,4849.91,0.52351,0.45864,1.14468,0.99579,0.98446,0.99344,0.92771,0.40291,0.22719,1.01798,8.42e-05,8.42e-05,8.42e-05
86,4906.51,0.53989,0.48581,1.15274,0.99562,0.98492,0.99343,0.92874,0.39966,0.22667,1.01527,7.925e-05,7.925e-05,7.925e-05
87,4963.54,0.54077,0.49688,1.15435,0.99594,0.98586,0.9933,0.92892,0.39905,0.22565,1.01402,7.43e-05,7.43e-05,7.43e-05
88,5020.71,0.52936,0.47942,1.14677,0.9957,0.98574,0.99334,0.92931,0.3972,0.22358,1.01019,6.935e-05,6.935e-05,6.935e-05
89,5077.88,0.53146,0.47377,1.14515,0.99656,0.98565,0.99339,0.92772,0.3997,0.22462,1.01254,6.44e-05,6.44e-05,6.44e-05
90,5134.74,0.52873,0.48188,1.14637,0.99668,0.98623,0.99341,0.92846,0.40032,0.22648,1.01439,5.945e-05,5.945e-05,5.945e-05
91,5192.14,0.36077,0.31512,1.10703,0.99468,0.98787,0.99311,0.92291,0.41308,0.23927,1.03106,5.45e-05,5.45e-05,5.45e-05
92,5248.72,0.34431,0.28575,1.0875,0.99559,0.98693,0.99294,0.92539,0.41067,0.23949,1.02894,4.955e-05,4.955e-05,4.955e-05
93,5305.17,0.34113,0.28199,1.0807,0.99598,0.98651,0.99195,0.92598,0.40953,0.23682,1.02654,4.46e-05,4.46e-05,4.46e-05
94,5361.51,0.33696,0.26925,1.08174,0.99618,0.98682,0.99302,0.92808,0.40453,0.23509,1.02181,3.965e-05,3.965e-05,3.965e-05
95,5417.87,0.33259,0.27075,1.0829,0.99564,0.98666,0.99293,0.92966,0.40169,0.23201,1.01876,3.47e-05,3.47e-05,3.47e-05
96,5474.35,0.34287,0.26196,1.08668,0.99619,0.98692,0.99323,0.92993,0.40096,0.22989,1.01742,2.975e-05,2.975e-05,2.975e-05
97,5530.52,0.32747,0.24442,1.0729,0.99658,0.98665,0.99299,0.92878,0.4007,0.23023,1.01834,2.48e-05,2.48e-05,2.48e-05
98,5586.96,0.33501,0.25581,1.07993,0.99662,0.98687,0.99309,0.92798,0.39988,0.22796,1.01714,1.985e-05,1.985e-05,1.985e-05
99,5643.38,0.32484,0.2549,1.07077,0.99652,0.98661,0.99225,0.92861,0.39943,0.22745,1.01675,1.49e-05,1.49e-05,1.49e-05
100,5699.87,0.33265,0.251,1.07798,0.9965,0.98676,0.99271,0.92766,0.40032,0.22662,1.01736,9.95e-06,9.95e-06,9.95e-06
